dish,dish-href,more,more-href,description
"Beerakaya Pesarapappu Kootu ~ Ridge gourd and Moong dal","http://www.sailusfood.com/2010/06/14/beerakaya-pesarapappu-kootu-ridge-gourd-and-moong-dal/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/21/","1 Pressure cook moong dal, ridge gourd pieces with 2 cups of water  and turmeric pwd upto two whistles. Turn off heat and cool.

2 Add the coconut paste and salt to the cooked dal-ridge gourd mix and combine well. Add a small cup of water at this stage, if required, for a thinner consistency. Cook on medium flame for another 15-20 mts. The texture should be slightly thick and not watery.

3 In a pan, add ghee or oil, add mustard seeds and let them pop, add urad dal and let it turn red. Add curry leaves and asafoetida and stir fry for a few seconds.

4 Add the tempering to the simmering dal and combine. Turn off heat, place lid and leave covered for few mts.

5 Serve with hot rice or rotis."
"Chocolate Peanut Butter Marble Cookies","http://www.sailusfood.com/2010/12/22/chocolate-peanut-butter-marble-cookies/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/18/","1 Start with preparation of peanut butter dough. In a bowl, cream the butter, peanut butter and sugar till light and fluffy. Add vanilla essence, egg and salt and mix.

2 In another bowl, sift flour and baking pwd. Add the flour to the butter mixture and make a smooth soft dough. Wrap the dough in plastic and chill for 2 hrs.

3 Next prepare the chocolate dough. In a bowl, cream sugar, butter and melted chocolate till smooth and fluffy. Add vanilla essence, egg and salt and mix.

4 In another bowl, sift flour, cocoa pwd and baking pwd. Add the flour mixture to the butter mixture and make a smooth soft dough. Wrap the dough in plastic and chill for 2 hrs.

5 Take the chilled doughs and roll each of the doughs to 1/4″ thick rectangle.  Cut each rectangle into half.  Take one half each of the chocolate and peanut butter dough, place the chocolate rectangle on top of the peanut butter rectangle and fold the dough in half and then in half again.  Flatten the dough and again fold in half and flatten again to 1/4″ thickness and roll into a log. Wrap the log in plastic and chill for 2 hrs. Repeat the same process with the rest of the other half of chocolate and peanut butter dough.

6 Pre-heat oven to 180 C and line a baking sheet with parchment paper. Slice the log into 1/4â€³ thick slices and place them 1″ apart on the baking sheet.

7 Bake for 11-12 minutes, or the bottom of the cookie is golden brown. Cool for 5 mts before transferring to a wire rack to cool completely."
"Carrot Beans Vepudu (Stir fry)","http://www.sailusfood.com/2011/09/06/carrot-beans-vepudu-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/17/","A classic South Indian style vegetable stir fry that adorns a traditional thali is Carrot beans vepudu aka poriyal aka thoran aka stir fry.  Healthy, easy to make with perfect combination of flavors. Curry leaves, hing and fresh coconut are my top most ‘essential’ ingredients whenever I venture out to make this vegetable fry recipe. Goes well with rice and sambar."
"Atukulu Payasam ~ Rice flakes Kheer","http://www.sailusfood.com/2009/08/26/atukulu-payasam-rice-flakes-kheer/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/27/",""
"Round Up of Jihva For Ingredients – Dal","http://www.sailusfood.com/2006/07/10/round-up-of-jihva-for-ingredients-dal/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/38/","1. Saffron Trail – Nanditaâ€™s Cluster Beans Paruppu Usili 

2. Saffron Trail – Nandita’s Comfort Khichdi 

3. Myriad Tastes â€“ Leraâ€™s Moghalai Masala Khichdi

4. Ginger and Mango â€“ LGâ€™s Munthirikkotthu – Sweet Moong Dal Balls 

5. Pinch of This and A Dash of That â€“ Anuâ€™s Chakrapongal

6. Taste Corner – BDSNâ€™s Spinach Milagootal 

7. Out of the Garden â€“ Lindaâ€™s Channa Dal Poha 

8. Out of the Garden – Linda’s Sweet Pongal 

9. Smorgasboard â€“ Bibloâ€™s Parathas stuffed with Sattu 

10. One Hot Stove â€“ Nupurâ€™s Mujadarah 

11. Kitchen Wonders â€“ Sumithaâ€™s Masoor Dal Makhani 

12. My Life as a Reluctant Housewife â€“ Gabriellaâ€™s Lentil Salad 

13. Indian Potpourri â€“ Shyneeâ€™s Dal Makhani

14. Manpasand â€“ Krithikaâ€™s Paruppu Urundai Rasam 

15. Kodaliâ€™s Kitchen â€“ Tanujaâ€™s Purnaalu 

16. Sugar and Spice â€“ Priyaâ€™s Ven Pongal

17. Vineelaâ€™s Cooking – Annappodi 

18. Vineelaâ€™s Cooking â€“ Tur Dal Butternut Squash Kheer

19. Trial and Error â€“ Nabeelaâ€™s Lentil Rice and Dalcha 

20. Ruchi â€“ Madhuâ€™s Toor Dal Idly 

21. My Samayal â€“ Sudhaâ€™s Yellow Pumpkin Dal 

22. Flavour Ride â€“ ArSuâ€™s Rice and Toor Dal Patties

23. Cascading Flavours â€“ Ramyaâ€™s Idli & Adai

24. Akshayapaatram â€“ Priyaâ€™s MLA Pesarattu 

25. Akshayapaatram â€“ Priyaâ€™s Ammaâ€™s Kakarakaya Pitla 

26. Vindu â€“ Nâ€™s (Mythili Friendâ€™s) Dal Kootu

27. Whatâ€™s For Lunch Honey â€“ Meetaâ€™s Couscous 

28. Cook Almost Anything â€“ Haaloâ€™s Chick peas with Chorizo 

29. Memories and Meals â€“ Navâ€™s Dal Spinach 

30. Gattinaâ€™s Azuki Bean & Coconut Milk Jelly 

31. Gattinaâ€™s Beans in Sacks

32. Gattinaâ€™s Green Eggs and Ham

33. Mahanandi â€“ Indiraâ€™s Pongali

34. Mahanandi â€“ Indiraâ€™s Sunnundalu â€“ Urad Dal Laddu

35. Happy Burp â€“ Vaishaliâ€™s Puranpoli

36. Krishna and Arjunaâ€™s World â€“ Arjunaâ€™s Pesara Poornaalu

37. Ahaar â€“ Mandiraâ€™s Dal Makhani

38. Viaggi & Sapori â€“ Orchideaâ€™s Pasta with Lentils 

39. Anthonyâ€™s Kitchen â€“ Bachelorsâ€™s Dal Makhani 

40. Aayis Recipes â€“ Shilpaâ€™s Sev Bhaji

41. Spicyana â€“ Archanaâ€™s Rasa Vada

42. Menu For Today â€“ Vidyaâ€™s Lentil Broth

43. Lima Beans Delhi Chaat â€“ Suryâ€™s Sindhi Garlic Dal 

44. Past, Present and Me â€“ Veeâ€™s Sanna Mudde

45. Pusivaâ€™s Culinary Studio â€“ Pushpaâ€™s Dal Farfalle 

46. Sumiâ€™s Kitchen â€“Sumathyâ€™s Black Eyed Peas Kulambu

47. My Worksh0p â€“ RPâ€™s Moong Dal Payasam 

48. Un Tocco Di Zenzero – Gourmetâ€™s Lentils with Garlic Oil

49. Masala Magic- Lathaâ€™s Bottle Gourd Kootu

50. Cooks Hideout â€“ Pavaniâ€™s Lentil Walnut Burger

51. Foodie Newbie â€“ Sudhaâ€™s Chekkalu

52. Menu Today – Suyyam

53. En Ulagam â€“ Revathiâ€™s Urad Dal Halwa

54. Bhakshanam – Aparna’s Dal Makhni

55. Sailu’s Food – Dal Makhani

56. Sailu’s Food – Dahi Vada"
"Dondakaya Verusenaga Pappu Vepudu ~ Ivy Gourd Peanut Stir Fry","http://www.sailusfood.com/2011/06/18/dondakaya-verusenaga-pappu-vepudu-ivy-gourd-peanut-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/17/","As long as there's lots of peanuts, this Ivy gourd stir fry recipe is a winner. A classic vegetarian dish served on special occasions as part of an elaborate Andhra thali."
"Dondakaya Verusenaga Pappu Vepudu ~ Ivy Gourd Peanut Stir Fry","http://www.sailusfood.com/2011/06/18/dondakaya-verusenaga-pappu-vepudu-ivy-gourd-peanut-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/17/","1 Wash the Ivy gourds, nip the tip and tail ends. Slice each into 2, length wise and keep aside.

2 Heat enough oil for deep frying in a vessel, once hot, place the dondakaya pieces into the oil and deep fry till lightly golden in color. Drain and keep aside.

3 Heat a tbsp of oil in a cooking vessel, add the mustard seeds and let them splutter. Add urad dal and allow it to turn red. Add curry leaves and fry for a few seconds till the aroma emanates the kitchen.

4 Add the sliced onions and mix. Add turmeric pwd and mix well. Saute on medium heat for 5-6 minutes, keep sauteing so that it doesnâ€™t burn.

5 Add red chilli pwd, coriander pwd, saunf pwd and salt and mix. Add the deep fried dondakaya pieces and saute. Add the roasted peanuts and mix. Cook on low-medium flame for 6-7 mts without lid. Turn off heat.

6 Serve warm with steamed rice."
"Gutti Dondakaya Vepudu ~ Stuffed Tindora Fry","http://www.sailusfood.com/2010/04/07/gutti-dondakaya-vepudu-stuffed-tindora-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/23/","Tendli/Ivy gourd lovers will enjoy today’s dish. A perfect stuffing recipe that couldn’t get any better. You will need good quality, tender tindora to prepare this dry saute. Does take some time to roast but is worth the wait as the more tindora roasts, the more its infused with flavor.  Classic stuffed vegetable at its best!"
"Paala Undrallu & Kudumulu – Vinayaka Chavathi Naivedyam","http://www.sailusfood.com/2006/08/27/paala-undrallu-kudumulu-vinayaka-chavathi-naivedyam/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/38/",""
"Kanda Vadalu – Yam Vada","http://www.sailusfood.com/2008/09/16/kanda-vadalu-yam-vada-suran-kebabs/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/32/",""
"Traditional Tamil Tiffins – by Lakshmi of Veggie Cuisine","http://www.sailusfood.com/2009/02/18/traditional-tamil-tiffins-by-lakshmi-of-veggie-cuisine/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/29/","A write up on Traditional Tamil Tiffins is incomplete without a recipe for the traditional idli, sambar and chutney. Here it goes."
"Tomato Paneer","http://www.sailusfood.com/2009/05/20/tomato-paneer/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/29/","Tomato Paneer is a pleasantly pleasing creamy paneer curry that makes a great side with rotis or naan. Though tomato is the main player here, the magical ingredient is ginger-green chilli paste that sets things off while fresh cream and cashew nut paste play up to give a nutty sweet flavor. Dry kasuri methi lends a subtle depth and accentuates the earthiness of the spices.  An easy, light yet rich special curry!"
"Vankaya Mamidi Pachadi ~ Eggplant-Raw Mango Chutney","http://www.sailusfood.com/2010/04/10/vankaya-mamidi-pachadi-eggplant-raw-mango-chutney/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/23/","Main Ingredients:
	 eggplant  raw mango"
"Rava Pulihora with Lemon","http://www.sailusfood.com/2009/08/22/rava-pulihora-with-lemon/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/28/","Fragrant one pot dish using broken rice aka rice rava. Punched up with a good dose of lemon, the crunch of the peanuts and dals are perfect against the soft rice rava!"
"Eggless Rainbow Zebra Cake","http://www.sailusfood.com/2011/01/03/eggless-rainbow-zebra-cake/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/18/",""
"Rice Ravva Upma","http://www.sailusfood.com/2006/12/05/rice-ravva-upma/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/38/","Loaded with vegetables or without them, upma tastes great with just the seasoning of spices and its flavor is greatly enhanced with the use of curry leaves and ghee (clarified butter). What I love about ravva upma is its simplicity and great taste. I’m surprised that many fringe at the thought of eating upma. I, for one enjoy a hearty tiffin like upma which can be served with pickle/chutney of your choice or with just a dash of lime."
"Fennel-flavored Egg Curry","http://www.sailusfood.com/2009/02/12/fennel-flavored-egg-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/30/",""
"Capsicum Masala Rice","http://www.sailusfood.com/2006/05/16/capsicum-masala-rice/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/39/","Main Ingredients:
	 capsicum"
"Tomato Nuvvula Pachadi ~ Tomato Sesame Chutney","http://www.sailusfood.com/2009/10/31/tomato-nuvvula-pachadi-sesame-seeds-chutney/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/26/","1 Heat oil in a cooking vessel, cumin seeds and urad dal and red chilli and saute till the dal turns red. Remove and keep aside.

2 In the same oil, add the green chillis and saute for a mt, remove and keep aside. In the same oil add the sliced tomatoes and fry for 8-9 mts or till the water evaporates. Turn off heat.  Add the tamarind to the sauteed tomatoes and let it cool.

3 First grind the cumin-dal mixture along with sesame seeds and then add the cooled tomato-tamarind mix and salt and grind to a paste.

4 Heat oil in a pan, add the mustard seeds and once they splutter add the asafoetida and curry leaves and turn off heat. Pour over chutney and combine.

5 Serve with tiffins like dosa or idli."
"Indian Food Trail – Traditional Maharashtrian Veg & Non-Veg Thalis (Guest Post by Meera)","http://www.sailusfood.com/2008/09/18/indian-food-trail-traditional-maharashtrian-veg-non-veg-thalis-guest-post-by-meera/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/31/",""
"Vankaya Pachadi – Egg Plant Chutney","http://www.sailusfood.com/2005/12/20/vankaaya-pachadi-egg-plant-chutney/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/42/","Main Ingredients:
	 eggplant"
"Exploring Udupi Mangalorean Street Foods – by Sia of Monsoon Spice","http://www.sailusfood.com/2009/01/20/exploring-udipi-mangalorean-street-foods-by-sia-of-monsoon-spice/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/30/","Churu-Muri (Spiced Puffed Rice)

Churu-Muri (Spiced Puffed Rice)

Prep Time: 10-15 mins

Cooking Time: –

Serves: 4-5"
"Ugadi Pachadi – Andhra Delicacy Reflecting Different Flavors Of Life","http://www.sailusfood.com/2006/03/30/ugadi-pachadi-andhra-delicacy-reflecting-different-flavors-of-life/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/40/","Main Ingredients:
	 jaggery  neem flowers
	    	
	

				
		
		
		 Ingredients
		
						  1 cup of raw fresh mango cleaned, dried, finely chopped along with skin

								  1 tbsp margosa flowers (neem tree flowers)

								  1 cup grated jaggery

								  1 tbsp fresh finely chopped coconut pieces (optional)

								  3 -4 tbsp tamarind paste

								  red chilli pwd (according to your choice)

								  salt to taste"
"Chocolate Mud Cake","http://www.sailusfood.com/2012/12/05/chocolate-mud-cake-recipe/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/13/","The mud cake turned out moist, dense and rich which my family and guests absolutely LOVED. I loved the addition of coffee which added a depth of flavor to the chocolate mud cake."
"Indo Chinese Food ~ Chicken Manchurian","http://www.sailusfood.com/2010/01/10/indo-chinese-food-chicken-manchurian/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/25/",""
"Molten Lava Chocolate Cake","http://www.sailusfood.com/2012/02/14/molten-lava-cake-recipe/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/15/","Tips
				
									  You can reduce the quantity of warm water to 2 tbsps for a less gooey center.

										  Espresso powder can be omitted. If not using espresso, do not use warm water.

										  You can use orange juice in place of espresso liquid."
"Kajjikayalu – Traditional Andhra Sweet","http://www.sailusfood.com/2006/06/01/kajjikayalu-traditional-andhra-sweet/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/39/","8 Cool and store in air tight containers. Kajjikayalu remain fresh for atleast a week and can be stored for 3-4 weeks."
"Papdi (Papri) Chaat","http://www.sailusfood.com/2010/03/11/papdi-papri-chaat-recipe/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/24/","Indians love their favorite chaat wala and spend many a evening eating their favorite masala puri or pani puri, relishing its magical, addictive flavors like there’s no tomorrow. And why not? Its comforting food that warms the palate, delicious and economical on the wallet."
"High Raw Food ~ Peas, Paneer and Peanut Salad","http://www.sailusfood.com/2009/12/14/high-raw-food-peas-paneer-and-peanut-salad/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/26/","High raw food Recipes

Pineapple Paneer Salad

Black Chickpeas Fruit Salad"
"Indian Food Trail – An essay on Konkani Cuisine – by Shilpa","http://www.sailusfood.com/2008/10/14/indian-food-trail-an-essay-on-konkani-cuisine-by-shilpa/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/31/","Typical side dishes served are –

Urad papads which are roasted directly on the flame, pickles and then some kind of vegetable."
"Chocolate Marble Pound Cake","http://www.sailusfood.com/2010/10/26/chocolate-marble-pound-cake/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/19/",""
"Tomato Rice","http://www.sailusfood.com/2008/11/29/tomato-rice/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/30/",""
"Aratikaya Vepudu ~ Raw Plantain Fry","http://www.sailusfood.com/2011/11/01/aratikaya-vepudu-raw-plantain-fry-recipe/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/16/","Method for making Aratikaya Vepudu ~ Raw Plantain Fry
			
																						Mix chili powder, methi powder, turmeric powder, coriander powder, cumin powder, salt, ginger garlic paste and grated coconut to the sliced raw plantain. Sprinkle 4-5 tbsps of water and keep aside for 10 mts.

				
																							Meanwhile, heat oil in a cooking vessel, add the cumin seeds and let them splutter. Add curry leaves and green chilies and toss for about 5-6 seconds. 

				
																							Add the chopped onions and saute for 4-5 mts till they turn pink. Add the sliced plantain pieces and stir fry for 4-5 mts without lid on medium high. Constantly stir fry to ensure they don't burn or stick to the pan. 

				
																							Cook with lid on low to medium flame for 18-20 mts or till the plantains are well roasted and turn soft. Remove lid and cook on medium high, tossing constantly, for 2-3 mts. Add cinnamon powder and mix. Turn off heat and remove onto a serving bowl.

				
																							Serve with hot rice and sambar."
"Indo Chinese Food ~ Chicken Manchurian","http://www.sailusfood.com/2010/01/10/indo-chinese-food-chicken-manchurian/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/25/",""
"Arati Davva Ava Kura – Mustard-flavored Plantain Stem Stir Fry","http://www.sailusfood.com/2009/02/03/arati-davva-ava-kura-mustard-flavored-plantain-stem-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/30/",""
"Spaghetti In Tomato-Yogurt Sauce","http://www.sailusfood.com/2007/08/06/spaghetti-in-tomato-yogurt-sauce/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/35/","Having just bought some fresh heirloom tomatoes from the farmers market, I decided on a tomato-yogurt based sauce using home made curd and a touch of cinnamom. With a great flavor combination, made for a simple, bright, healthy and satisfying meal."
"Sambhar – Thick Lentil Soup with Mixed Vegetables","http://www.sailusfood.com/2005/11/27/sambhar-thick-lentil-soup-with-mixed-vegetables/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/43/","Sambar, an easy South Indian thick lentil soup that is a delight to the senses. Can you imagine relishing steaming hot sambhar on a cold winter day?"
"Indian Food Trail ~ Mangalorean Catholic Cuisine","http://www.sailusfood.com/2012/09/05/indian-food-mangalorean-catholic-cuisine/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/14/","Mangalorean Catholic Cuisine"
"Pudina Kobbari Pachadi ~ Mint Coconut Chutney","http://www.sailusfood.com/2010/04/05/pudina-kobbari-pachadi-mint-coconut-chutney/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/23/","Main Ingredients:
	 coconut  mint  coriander leaves"
"Idli with Sambar & Coconut Chutney","http://www.sailusfood.com/2005/11/21/idli-sambar-coconut-chutney/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/43/","1 Grind coconut, putnaala pappu and green chillis adding about 1/2 cup of water to a fine paste.

2 Heat 1 tsp oil in a pan. Add mustard seeds and let them splutter. Add the urad dal and slightly brown it. Finally add curry leaves, remove from fire and add to the ground coconut paste.

3 Serve with hot idlis."
"Atukulu Payasam ~ Rice flakes Kheer","http://www.sailusfood.com/2009/08/26/atukulu-payasam-rice-flakes-kheer/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/27/","Atukulu (Aval) Payasam is prepared with rice flakes aka poha that is roasted in ghee, slowly simmered in a poppy seeds-coconut milk-jaggery base, flavored with cardamom and garnished with toasted cashew nuts and raisins."
"Panakam,Panaka – Traditional Indian Drink (Summer Cooler)","http://www.sailusfood.com/2006/04/07/panakampanaka-traditional-indian-drink-summer-cooler/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/40/","Main Ingredients:
	 jaggery
	    	
	

				
		
		
		 Ingredients
		
						  2-3 tbsps grated jaggery

								  2 glasses water

								  pinch of dry ginger pwd

								  1 coarsely crushed cardamom

								  2 coarsely crushed pepper corns"
"Munaga Kaaya Tomato Kura – Drumstick Tomato Curry","http://www.sailusfood.com/2007/09/11/munaga-kaaya-tomato-kura-drumstick-tomato-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/35/","Main Ingredients:
	 drumsticks
	    	
	

				
		
		
		 Ingredients
		
						  2 drumsticks, remove skin, cut into 2"" pieces, roast in a tsp of oil for 3-4 mts

								  1 large onion, finely chopped

								  2 tomatoes, finely chopped, heirloom work best!

								  10-12 fresh curry leaves

								  3-4 garlic cloves, slightly crushed

								  pinch of turmeric pwd

								  1 tsp red chilli pwd (adjust)

								  salt to taste

								  1/2 tsp grated jaggery (optional)

								  1 tbsp coriander leaves

								  1/2 tbsp oil"
"WHB-Moringa Tree-Drumstick Leaves Soup","http://www.sailusfood.com/2006/02/05/whb-moringa-tree-drumstick-leaves-soup/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/41/","Food,Food Blogs,Weekend Herb Blogging,Andhra Recipes,South Indian Cooking, Flickr"
"Idli Karam Podi","http://www.sailusfood.com/2008/07/09/idli-karam-podi/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/32/","I’m a podi freak. Home made podis come to my rescue when I race against time or on those ‘just don’t feel like cooking days’. It spares me those extra few minutes in grinding a chutney or prepare a subzi to go with dosas. Simple in preparation, nutritious since most podis are packed with proteins and not to mention, tasty. Today, its Idli karam podi, not that you cannot eat this podi with dosas. Sure you can, its just that the podi smeared with ghee or oil makes a delectable combination with soft fluffy idlis. This same podi can be prepared with innumerable permutations and combinations. I hope to share more of these variations in future posts. For today, I hope you enjoy this recipe.:)"
"Palakura Bobbarlu Vadalu – Spinach Black-eyed Peas Fritters","http://www.sailusfood.com/2008/03/04/palakura-bobbarlu-vadalu-spinach-black-eyed-peas-fritters/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/34/",""
"Aratikaya Masala Vepudu ~ Plantain Stir Fry","http://www.sailusfood.com/2005/12/06/arati-kaaya-masala-vepudu-plantain-stir-fried-with-spices/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/43/","2 raw plantains, peeled, sliced into thick rounds

2 tbsp fresh grated coconut

3 medium onion peeled, sliced into thick rounds

2 green chillies slit length wise

1 tsp red chilli pwd

3/4 tsp coriander pwd

1/2 tsp cumin pwd

1/2 tsp fennel seeds pwd (saunf)

1/4 tsp garam masala pwd

1/2 tsp mustard seeds

1/2 tsp cumin seeds

10 curry leaves

2 tbsps oil

salt

1/2 cup water"
"Chinese Sweet & Sour Chicken Legs And Spiced Chinese Fish Fillet","http://www.sailusfood.com/2006/01/29/chinese-sweet-sour-chicken-legs-and-spiced-chinese-fish-fillet/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/41/","Main Ingredients:
	 cauliflower"
"Quick Summer Meals ~ Spiced Kidney Bean Sandwich","http://www.sailusfood.com/2010/05/12/quick-summer-meals-spiced-kidney-bean-sandwich/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/22/","Main Ingredients:
	 kidney beans  onions  capsicum  bread"
"Papdi (Papri) Chaat","http://www.sailusfood.com/2010/03/11/papdi-papri-chaat-recipe/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/24/","Main Ingredients:
	 all purpose flour  potato"
"Celebrating Ugadi – Ayurveda & Wellness","http://www.sailusfood.com/2008/04/07/celebrating-ugadi-ayurveda-wellness/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/33/","Because it can be tricky finding out which elements need balancing in our bodies, it helps to determine our mind-body constitution, called “dosha” in Ayurvedic terms. Our doshas inform us of our specific balance of elements, and therefore what our tendency might be. The three main doshas are Vata (predominantly air and space elements), Pitta (predominantly fire and water elements) and Kapha (predominantly earth and water elements). A person can be one of these, or a combination — I myself am Pitta-Kapha, so the predominant elements in my system are fire and water plus earth. This means I generally need to balance myself by eating foods with air (Vata) qualities, such as dried fruits, mild spices, puffed grains, dry and astringent foods. Eating too much food with Pitta or Kapha qualities (spicy, deep-fried, stewy, juicy or oily) will aggravate” my dosha."
"Sorakaya Kootu – Bottle gourd lentil stew","http://www.sailusfood.com/2008/02/27/sorakaya-kootu-bottle-gourd-lentil-stew/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/34/","Sorakai kootu is prepared with bengal gram dal and bottle gourd which are simmered in a blend of fresh coconut, green chillis and cumin seeds which brings a warm flavor to the earthy dal. Further, the tempering of mustard seeds, fresh curry leaves, redolent with the exotic aroma of asafoetida, adds another dimension to the flavor of the simmering kootu. Sorakaaya kootu is a simple to execute, nutritious and full of flavor that goes well with rice or rotis."
"Crispy Corn Snack","http://www.sailusfood.com/2006/01/16/crispy-corn-snack/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/41/","Crispy corn is a not-too-spicy snack that is prepared with corn kernels,egg,cornflour,ginger-garlic paste and pepper.This is something which can be made in a jiffy without much fuss and preparation..of course if the fresh corn kernels are cut off the cob already..:).That’s the only part which is time-consuming..peeling off the husk layers and removing the corn from the cobs.If you have some frozen corn it sure makes life easy..:)"
"Aam Ki Lassi – Mango Yogurt Smoothie & Mango Milk Shake","http://www.sailusfood.com/2007/05/25/aam-ki-lassi-mango-yogurt-smoothie-mango-milk-shake/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/36/","A classic Indian recipe prepared from ripe mango (known as aam in hindi and mamidipandu in telugu) and curd is Aam ki lassi otherwise called Mango yogurt smoothie. Its quick, easy to prepare and a meal by itself. I used Suvarnarekha variety from our backyard garden to prepare both aam ki lassi and mango milk shake."
"Kothimira Annam – Coriander/Cilantro Rice","http://www.sailusfood.com/2005/11/30/kothimiri-annam-coriander-cilantro-rice/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/43/","How to make Coriander/Cilantro Rice"
"Andhra Khichdi – Pulagam – Lentil-Rice Medley","http://www.sailusfood.com/2006/06/27/andhra-khichdi-pulagam-lentil-rice-medley/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/38/","Prepared almost on the same lines as Khichdi, Pulagam is Andhra Khichdi, made with rice and split moong dal. Very simple to prepare and is often made when one is sick or feeling tired."
"Shahi Tukda – 7th Blog Birthday","http://www.sailusfood.com/2012/11/08/shahi-tukda-diwali-sweets/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/13/","Shahi Tukda, is a rich Hyderabadi dessert recipe that is prepared using bread. The authentic version of Shahi Tukda, calls for use of full fat milk and deep frying the bread in ghee (clarified butter) till a deep golden brown shade is achieved. I did not deep fry the bread slices (hence lighter colored bread) and chose to toast it on a pan drizzled with a generous amount of ghee. I have used low fat milk and hence you will not find a rabri (thickened milk) like consistency. It tastes as good as the deep fried version, due to the cardamom and saffron infused thickened milk that is poured over the toasted bread and garnished with toasted dried fruit and nuts. So are you going to make Shahi Tukda this Diwali?"
"Mango Salsa","http://www.sailusfood.com/2007/07/20/mango-salsa/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/35/",""
